index,cid,PBS,smiles,CoPriNet,NBS,Experimental,RO5,RO3,1st closest,2d closest,3d closest
33104,Z3608091689,1.0,COC(=O)C1=C(NC(=O)N2CCN(C(=O)C3=CC=C(C)C=C3)CC2)C(C)=NN1C,3.71221256256104,0.9895833333333334,False,True,False,5S8W,5S92,5S8U
27818,Z2946684945,1.0,CCNC(=O)N1CCN(C(=O)C2=CC(C(=O)C3=CC=CC=C3)=C[NH]2)CC1,3.71250510215759,0.982638888888889,False,True,False,5S8Y,5S94,5S8R
3807,Z1951883341,1.0,O=C(N[C@@H]1[C@H]2COC[C@H]21)N1CCN(C(=O)C2=COC=C2)CC1,3.71325492858887,0.9861111111111112,False,True,False,5S9E,5S9D,5S8V
31937,Z357245020,1.0,CCC1=CC=C(C2=NC(C)=C(C(=O)N3CCN(C(=O)NC4=CC=C(F)C=C4)CC3)S2)C=C1,3.7172384262085,0.9791666666666667,False,True,False,5S8U,5S8W,5S8S
26267,Z2254349733,1.0,CCNC(=O)N1CCN(C(=O)C2=CC=C3OC(F)(F)OC3=C2C)CC1,3.71830153465271,0.9791666666666667,False,True,False,5S91,5S94,5S97
40335,Z1171784970,1.0,CCC(=O)N1CCC2=CC(C(=O)N3CCN(C(=O)NC4=CC=C(Cl)C=C4)CC3)=CC=C21,3.71921133995056,0.9791666666666667,False,True,False,5S8U,5S8S,5S8W
10086,Z3658748678,1.0,C=C1CC1CNC(=O)N1CCN(C(=O)C2=CC=C(C)S2)CC1,3.71961116790771,0.9895833333333334,False,True,False,5S92,5S94,5S97
9952,Z4268334409,1.0,O=C(NC1=CSN=C1Br)N1CCN(C(=O)C2=CC=CO2)CC1,3.72184014320374,0.9791666666666667,False,True,False,5S8U,5S8S,5S8W
26334,Z1816044847,1.0,CC1=CC=C(C(=O)N2CCN(C(=O)NCCC3CS(=O)(=O)C3)CC2)S1,3.72614526748657,0.982638888888889,False,True,False,5S92,5S97,5S94
7417,Z2931518423,1.0,O=C(NC1CC(O)C12CCOCC2)N1CCN(C(=O)C2=CC=CS2)CC1,3.72728943824768,0.9791666666666667,False,True,False,5S8Z,5S8V,5S90
3326,Z2154759219,1.0,CNC(=O)N1CCN(C(=O)C2=CC3=CC=CC=C3C2C)CC1,3.72829937934875,0.982638888888889,False,True,False,5S9E,5S8V,5S9D
37477,Z4110649873,1.0,"O=C(NC[C@@H]1C[C@H]1[N+](=O)[O-])N1CCN(C(=O)C2=CC=CC=C2Cl)CC1 |&1:4,6|",3.73220562934875,0.9791666666666667,False,True,False,5S93,5S9A,5S95
34860,Z1831397711,1.0,COC1=NN(C)C=C1NC(=O)N1CCN(C(=O)C2=CC=CC(Cl)=C2)CC1,3.73389744758606,0.982638888888889,False,True,False,5S8U,5S8S,5S8W
38796,Z1174671098,1.0,CC1=C(C(=O)N2CCN(C(=O)NC3=CC=C(Cl)C=C3)CC2)C=C2C(C)=NN(C)C2=N1,3.73474979400635,0.9861111111111112,False,True,False,5S8U,5S8S,5S8W
42183,Z3604392563,0.875,CN1CCCN(C(=O)NC2=CC3=NSN=C3C=C2)CC1,3.73970508575439,0.9861111111111112,False,True,False,5S8S,5S8U,5S8W
20724,Z1569915137,1.0,CCNC(=O)N1CCN(C(=O)C2=CC=C3CC(C)(C)OC3=C2O)CC1,3.74174666404724,0.9791666666666667,False,True,False,5S8Y,5S94,5S8R
26685,Z3703465383,1.0,C=C1CC1CNC(=O)N1CCN(C(=O)C2=CC=CC=C2OCC)CC1,3.74501705169678,0.9861111111111112,False,True,False,5S9C,5S8Y,5S94
30830,Z4110648218,1.0,"CC1=CC=CC(C(=O)N2CCCN(C(=O)NC[C@@H]3C[C@H]3[N+](=O)[O-])CC2)=C1 |&1:17,19|",3.74702596664429,0.982638888888889,False,True,False,5S8Y,5S95,5S94
24621,PV-002242782666,1.0,O=C(NCC1=CN=C(C2CC2)O1)N1CCN(C(=O)C2=COC=C2)CC1,3.74836564064026,0.9791666666666667,False,True,False,5S8Z,5S9D,5S9E
8442,Z1323787588,1.0,CCN1N=NC2=CC(C(=O)N3CCN(C(=O)NC)CC3)=CC=C21,3.74988675117493,0.982638888888889,False,True,False,5S8V,5S9E,5S9D
